dz.13.med.csv,dz.13.rest.csv,dz.14.med.csv,dz.14.rest.csv,dz.20.med.csv,dz.20.rest.csv,dz.29.med.csv,dz.29.rest.csv,dz.37.med.csv,dz.37.rest.csv
0.9548751007252216,0.9627026414238748,0.9177645293087634,0.9283986453797775,0.8946145905024088,0.936402701043585,0.7614780168381665,0.944479231893133,0.59428263859817,0.49118079372856444
