ta.10.med.csv,ta.10.rest.csv,ta.11.med.csv,ta.11.rest.csv,ta.21.med.csv,ta.21.rest.csv,ta.7.med.csv,ta.7.rest.csv,ta.9.med.csv,ta.9.rest.csv
0.9205334956133678,0.8592315538932336,0.5855475473321858,0.9417332513829133,0.9275478457622325,0.9397078353253652,0.9659795626302443,0.9503798286730241,0.9720640521827465,0.9416895493458246
