sh.10.med.csv,sh.10.rest.csv,sh.11.med.csv,sh.11.rest.csv,sh.25.med.csv,sh.25.rest.csv,sh.26.med.csv,sh.26.rest.csv,sh.30.med.csv,sh.30.rest.csv,sh.31.med.csv,sh.31.rest.csv,sh.32.med.csv,sh.32.rest.csv,sh.33.med.csv,sh.33.rest.csv,sh.7.med.csv,sh.7.rest.csv,sh.9.med.csv,sh.9.rest.csv
0.865886563876652,0.8594263688924159,0.796801250638848,0.9419648346243699,0.9118639302783245,0.9465611882466903,0.8570966698997737,0.7527419354838709,0.861106797740059,0.8838393019451009,0.8026664852731107,0.8326917382291975,0.8524212786259542,0.8951099800036357,0.7940645654798189,0.9064096948459629,0.9206681514476615,0.9522267206477733,0.9451334352013077,0.9419938600743254
