ze.1.med.csv,ze.1.rest.csv,ze.2.med.csv,ze.2.rest.csv,ze.3.med.csv,ze.3.rest.csv,ze.39.med.csv,ze.39.rest.csv,ze.4.med.csv,ze.4.rest.csv,ze.40.med.csv,ze.40.rest.csv
0.976246307826703,0.9579441630458111,0.9780965741568023,0.929021815968849,0.9412639254909949,0.9456350645965964,0.7576967878109498,0.832791702264996,0.9821168448573241,0.8871338412600873,0.7595282979619307,0.8124160140349862
