sh.10.med.csv,sh.10.rest.csv,sh.11.med.csv,sh.11.rest.csv,sh.25.med.csv,sh.25.rest.csv,sh.26.med.csv,sh.26.rest.csv,sh.30.med.csv,sh.30.rest.csv,sh.31.med.csv,sh.31.rest.csv,sh.32.med.csv,sh.32.rest.csv,sh.33.med.csv,sh.33.rest.csv,sh.7.med.csv,sh.7.rest.csv,sh.9.med.csv,sh.9.rest.csv
0.8232746841436033,0.79980958643731,0.8492891612005331,0.9221405650685607,0.8454593388499606,0.8878639948111222,0.7415025031707198,0.6239938327378294,0.7589537461984424,0.9013533978792528,0.9478002580887112,0.9808455176326113,0.7633775472661724,0.9153146213068046,0.7019445959159177,0.9135149785528677,0.9444877384511559,0.9373363894961959,0.898663440476008,0.8772107211371787
