va.30.med.csv,va.30.rest.csv,va.31.med.csv,va.31.rest.csv,va.32.med.csv,va.32.rest.csv,va.33.med.csv,va.33.rest.csv,va.34.med.csv,va.34.rest.csv,va.35.med.csv,va.36.med.csv,va.36.rest.csv,va.38.med.csv,va.38.rest.csv,va.5.med.csv,va.5.rest.csv
0.8749608535186807,0.8855862347702494,0.5738813195258065,0.8636477943541889,0.44076656596341107,0.9422899849318706,0.9396668883800093,0.8349606425283544,0.7089352302029295,0.9871360349649659,0.06754746067113127,0.5592349844980504,0.9740851309471883,0.655109069156222,0.892969012103,0.7581640027661346,0.9235466648364975
