vi.12.med.csv,vi.12.rest.csv,vi.27.med.csv,vi.27.rest.csv,vi.28.med.csv,vi.28.rest.csv,vi.29.med.csv,vi.29.rest.csv,vi.35.rest.csv
0.9535868142873662,0.947427510264709,0.8934252662125589,0.8542061884793587,0.9103132773818029,0.8946646597790696,0.7191146098716261,0.8835749290741366,0.07052582975369874
