vi.12.med.csv,vi.12.rest.csv,vi.27.med.csv,vi.27.rest.csv,vi.28.med.csv,vi.28.rest.csv,vi.29.med.csv,vi.29.rest.csv,vi.35.rest.csv
0.930668644769528,0.965094201840222,0.8417854320516663,0.8828779599271402,0.9507145819978129,0.9371069182389937,0.76761109115996,0.9204017109912591,0.08535940803382663
