ze.1.med.csv,ze.1.rest.csv,ze.2.med.csv,ze.2.rest.csv,ze.3.med.csv,ze.3.rest.csv,ze.39.med.csv,ze.39.rest.csv,ze.4.med.csv,ze.4.rest.csv,ze.40.med.csv,ze.40.rest.csv
0.9290003119151591,0.962896953985742,0.964238876627323,0.8918220417205095,0.8976163396834423,0.9304316153706065,0.8423968074334386,0.8736650761190639,0.9374353107806287,0.8681619256017505,0.8417729750180301,0.8683524209094001
