va.30.med.csv,va.30.rest.csv,va.31.med.csv,va.31.rest.csv,va.32.med.csv,va.32.rest.csv,va.33.med.csv,va.33.rest.csv,va.34.med.csv,va.34.rest.csv,va.35.med.csv,va.36.med.csv,va.36.rest.csv,va.38.med.csv,va.38.rest.csv,va.5.med.csv,va.5.rest.csv
0.8417448547215496,0.8506375227686703,0.7111103152717593,0.7871581450653984,0.5798872850926212,0.8566375364128173,0.752481852069845,0.8053110328638498,0.8144403558286593,0.7915142648134601,0.04253527058328069,0.728725053053244,0.8908333333333334,0.7882961233291239,0.8801675468949189,0.8662271551364433,0.9517791411042945
