ta.10.med.csv,ta.10.rest.csv,ta.11.med.csv,ta.11.rest.csv,ta.21.med.csv,ta.21.rest.csv,ta.7.med.csv,ta.7.rest.csv,ta.9.med.csv,ta.9.rest.csv
0.8652521898208125,0.7989340844026354,0.547978393911233,0.9223594059954743,0.8302386211940085,0.8327344407822458,0.9224401606288263,0.937049264223311,0.9284289955060976,0.8772611915268916
