dz.13.med.csv,dz.13.rest.csv,dz.14.med.csv,dz.14.rest.csv,dz.20.med.csv,dz.20.rest.csv,dz.29.med.csv,dz.29.rest.csv,dz.37.med.csv,dz.37.rest.csv
0.9199956824908448,0.8994152224792192,0.896489296314949,0.8845094793267301,0.9196059732330992,0.9073382755980295,0.7113558301548362,0.9209276232671262,0.5522941486306395,0.46220462440946497
